Name,Version,Operation,Topic,Doc,Description,Environment,Galaxy,Workflow
"NF-CORE","2.6-conda,2.5.1-conda,1.9-conda","workflows","Bioinformatics","https://nf-co.re/tools","Nextflow community tools","conda","false","false"
"ngmlr","0.2.7-conda","genetic-variation-analysis","Mapping","https://github.com/philres/ngmlr","An algorithm to map third generation long-read sequencing data (PacBio and Oxford Nanopore) to a reference genome with a focus on reads that span structural variation.","conda","false","false"
"NGSUtils","0.5.9-conda","read-pre-processing","Genomics,Transcriptomics","http://ngsutils.org","NGSUtils is a suite of software tools for working with next-generation sequencing datasets","conda","false","false"
"npScarf","2019.09-conda","genome-assembly","Sequence assembly,Sequencing","https://github.com/mdcao/npScarf","A hybrid sequence assembler that can scaffold and complete fragmented short read assemblies with sequence data streaming from the nanopore sequencing while sequencing is still in progress. Furthermore, it continuously reports assembly quality during the experiment so that users can terminate the sequencing when an assembly of sufficient quality and completeness is obtained.","conda","false","false"
"ntEdit","1.3.5-conda","genome-assembly","Sequence assembly","https://github.com/bcgsc/ntedit","Scalable genomics application for polishing genome assembly drafts. It simplifies polishing and "haploidization" of gene and genome sequences with its re-usable Bloom filter design.","conda","false","false"
"OAU","1.2-shell","sequence-similarity","Comparative genomics","https://www.ezbiocloud.net/tools/orthoaniu","Average nucleotide identity (ANI) calculator, which uses the improved ANI algorithm (OrthoANI) with USEARCH","shell","false","false"
"Obitools","1.0-singularity","sequence-analysis","Sequence analysis,DNA,Sequencing","https://git.metabarcoding.org/obitools/obitools/wikis/home","Set of python programs developed to simplify the manipulation of sequence files. They were mainly designed to help us for analyzing Next Generation Sequencer outputs (454 or Illumina) in the context of DNA Metabarcoding.","singularity","false","false"
"Octopus","0.7.4-conda,0.6.3b-conda","transmembrane-protein-analysis","Sequence analysis","http://octopus.cbr.su.se/","Prediction of membrane protein topology and signal peptides.","conda","false","false"
"Oligotyping","2.1-conda","community-profiling","Metagenomics","http://merenlab.org/software/oligotyping/","Investigate diversity within their OTUs at a precise level by utilizing subtle variations among 16S Ribosomal RNA gene sequences","conda","false","false"
"omegaplus","3.0.3-shell","genetic-variation-analysis","Population genetics","https://github.com/alachins/omegaplus","HPC population genetics code for selective sweep detection","shell","false","false"
"ont_fast5_api","3.3.0-conda","data-handling","Bioinformatics","https://github.com/nanoporetech/ont_fast5_api","a simple interface to HDF5 files of the Oxford Nanopore .fast5 file format","conda","false","false"
"OPERA-LG","2.0.6-conda","scaffolding","Sequence assembly","https://sourceforge.net/projects/operasf/","Scalable, exact algorithm for the scaffold assembly of large, repeat-rich genomes, out-performing state-of-the-art programs for scaffold correctness and contiguity. It provides a rigorous framework for scaffolding of repetitive sequences and a systematic approach for combining data from different second-generation and third-generation sequencing technologies.","conda","false","false"
"ORSON","1.0.0-Nextflow","sequence-annotation","Transcriptomics,Proteomics,Workflows","https://github.com/ifremer-bioinformatics/orson","A Nextflow workflow to annotate proteome and transcriptome.","Nextflow","false","false"
"OrthoFinder","2.5.4-conda,2.4.0-conda","genome-comparison","Sequence analysis,Comparative genomics,Phylogenetics,Phylogenomics,Bioinformatics","https://github.com/davidemms/OrthoFinder","OrthoFinder is a fast, accurate and comprehensive platform for comparative genomics. It finds orthogroups and orthologs, infers rooted gene trees for all orthogroups and identifies all of the gene duplcation events in those gene trees. It also infers a rooted species tree for the species being analysed and maps the gene duplication events from the gene trees to branches in the species tree. OrthoFinder also provides comprehensive statistics for comparative genomic analyses.","conda","false","false"
"p7zip","16.02-conda","data-handling","Bioinformatics","https://anaconda.org/conda-forge/p7zip","file compressor/decompressor relying on 7zip","conda","false","false"
"P_RNA_scaffolder","2019.09-shell","scaffolding","Sequence assembly","https://github.com/CAFS-bioinformatics/P_RNA_scaffolder","Use paired-end transcriptome reads to scaffold genomes","shell","false","false"
"pairtools","0.3.0-conda","data-handling","Sequence assembly,Epigenetics","https://github.com/open2c/pairtools","CLI tools to process mapped Hi-C data","conda","false","false"
"PAL_FINDER","0.02.04-conda","variant-calling","Comparative genomics","https://sourceforge.net/projects/palfinder/","Finds microsatellite repeat elements directly from raw 454 or Illumina paired-end sequencing reads, and designs PCR primers to amplify these repeat loci in an automated fashion","conda","false","false"
"pathview","1.24.0-conda","pathway-or-network-analysis","Systems biology,Data visualisation,Molecular interactions, pathways and networks","http://bioconductor.org/packages/release/bioc/html/pathview.html","Tool set for pathway based data integration and visualization that maps and renders a wide variety of biological data on relevant pathway graphs. It downloads the pathway graph data, parses the data file, maps user data to the pathway, and render pathway graph with the mapped data. In addition, it integrates with pathway and gene set (enrichment) analysis tools for large-scale and fully automated analysis.","conda","true","false"
"pb-assembly/Falcon","0.0.8-0-conda","genome-assembly","Sequence assembly","https://github.com/PacificBiosciences/pb-assembly","FALCON is a diploid-aware assembler which follows the hierarchical genome assembly process (HGAP) and is optimized for large genome assembly though microbial genomes can also be assembled","conda","false","false"
"pbccs","6.0.0-conda","sequence-alignment","Sequence assembly","https://github.com/PacificBiosciences/ccs","CCS: Generate Highly Accurate Single-Molecule Consensus Reads (HiFi Reads)","conda","false","false"
"pbcoretools","0.2.4-conda","data-handling","Bioinformatics","https://github.com/PacificBiosciences/pbbioconda","CLI tools and add-ons for PacBio's core APIs (incl dataset)","conda","false","false"
"pbmm2","1.4.0-conda","pairwise-sequence-alignment","Mapping","https://github.com/PacificBiosciences/pbmm2","pbmm2 is a SMRT C++ wrapper for minimap2's C API. Its purpose is to support native PacBio in- and output, provide sets of recommended parameters, generate sorted output on-the-fly, and postprocess alignments. Sorted output can be used directly for polishing using GenomicConsensus, if BAM has been used as input to pbmm2. Benchmarks show that pbmm2 outperforms BLASR in sequence identity, number of mapped bases, and especially runtime. pbmm2 is the official replacement for BLASR.","conda","false","false"
"PCAdapt","3.0.4-conda","sequence-analysis","Genomics,Population genetics,Genetics,Evolutionary biology","http://membres-timc.imag.fr/Nicolas.Duforet-Frebourg/PCAdapt.html","Software to detect footprints of local adaptation in population genetics data set.","conda","false","false"
"PCAngsd","0.985-conda","population-structure","Population genetics","https://github.com/Rosemeis/pcangsd","Framework for analyzing low depth next-generation sequencing data in heterogeneous populations using PCA","conda","false","false"
"PEAR","0.9.6-conda","sequence-merging","Sequence assembly","http://sco.h-its.org/exelixis/web/software/pear/","Paired-end read merger. PEAR evaluates all possible paired-end read overlaps without requiring the target fragment size as input. In addition, it implements a statistical test for minimizing false-positive results.","conda","false","false"
"pecheck","0.2.0-shell","data-handling","Bioinformatics","https://github.com/OpenGene/pecheck","A tool to check paired-end FASTQ data integrity","shell","false","false"
"PEPPER-Margin-DeepVariant","r0.5-singularity,r0.4-singularity","Oxford Nanopore and PacBio HiFi variant calling","Comparative genomics","https://github.com/kishwarshafin/pepper","PEPPER-Margin-DeepVariant is a haplotype-aware variant calling pipeline for long reads.","singularity","false","false"
"PfamScan","1.6-conda","sequence-similarity-search","Functional genomics","https://www.ebi.ac.uk/seqdb/confluence/display/JDSAT/PfamScan+Help+and+Documentation","Search a sequence against a library of Pfam hidden Markov models (HMM)","conda","false","false"
"PHYLIP","3.696-conda","phylogenetic-tree-bootstrapping","Phylogeny,Phylogenetics,Model organisms,Physiology,Gene and protein families","http://evolution.genetics.washington.edu/phylip.html","Comprehensive set of programs for phylogenetic analyses; available for PC and Mac; source code available for easy compiling in UNIX.","conda","true","false"
"phyloFlash","3.4-conda","sequence-assembly","Sequence assembly,Microbial ecology,Metatranscriptomics,Functional, regulatory and non-coding RNA,Metagenomics","https://github.com/HRGV/phyloFlash","Rapid Small-Subunit rRNA Profiling and Targeted Assembly from Metagenomes.","conda","false","false"
"phyloscanner","1.8.0-conda","data-handling","Mapping,Population genetics","https://github.com/BDI-pathogens/phyloscanner","Analysing pathogen genetic diversity and relationships between and within hosts.","conda","false","false"
"PhyML","3.3.2-conda,3.1-shell","phylogenetic-tree-generation-(maximum-likelihood-and-bayesian-methods)","Phylogenetics,Bioinformatics","http://www.atgc-montpellier.fr/phyml/","Phylogenetic estimation software using Maximum Likelihood","conda,shell","false","false"
"Picard","2.21.1-conda","data-handling","Bioinformatics","https://github.com/broadinstitute/picard","A set of Java command line tools for manipulating high-throughput sequencing (HTS) data and formats","conda","true","false"
"PICRUSt","1.1.0-conda","phylogenetic-reconstruction","Functional, regulatory and non-coding RNA,Metagenomic sequencing,Metagenomics,Microbial ecology","http://picrust.github.io/picrust/","PICRUSt (Phylogenetic Investigation of Communities by Reconstruction of Unobserved States) is a bioinformatics software package designed to predict metagenome functional content from marker gene (e.g., 16S rRNA) surveys and full genomes.","conda","false","false"
"PICRUSt2","2.5.1-conda,2.4.2-conda","pathway-analysis","Metagenomics","https://github.com/picrust/picrust2","PICRUSt2 (Phylogenetic Investigation of Communities by Reconstruction of Unobserved States) is a software for predicting functional abundances based only on marker gene sequences.","conda","false","false"
"pigz","2.4-conda","data-handling","Bioinformatics","https://zlib.net/pigz/","A parallel implementation of gzip for modern multi-processor, multi-core machines","conda","false","false"
"Pilon","1.24-conda,1.23-conda","sequence-assembly,read-alignment,analysis","Assembly","http://www.broadinstitute.org/software/pilon/","Read alignment analysis to diagnose, report, and automatically improve de novo genome assemblies.","conda","false","false"
"Planemo","0.70.0-conda","data-handling","Bioinformatics","https://planemo.readthedocs.io/en/latest/","Command-line utilities to assist in building tools for the Galaxy project","conda","false","false"
"PLASS","2.7.35-conda","sequence-assembly","Transcriptomics,Sequence assembly,Metagenomics","https://plass.mmseqs.com","Protein-Level ASSembler (PLASS): sensitive and precise protein assembler","conda","false","false"
"PLAST","2.3.3-shell,2.3.2-shell","local-alignment","Sequence analysis","http://www.irisa.fr/symbiose/projects/plast/","Parallel Local Alignment Search Tool for Database Comparison.","shell","true","false"
"Platanus","2.0.2-conda,1.2.4-shell","genome-assembly","Sequence assembly","http://platanus.bio.titech.ac.jp/","Genome assembler","conda,shell","false","false"
"Platon","1.3.1-conda,1.2.1-conda","sequence-classification","Mobile genetic elements","https://github.com/oschwengers/platon","Identification and characterization of bacterial plasmid contigs from short-read draft assemblies.","conda","false","false"
"Platypus variant","0.8.1.2-conda","variant-calling","Comparative genomics","https://www.well.ox.ac.uk/research/research-groups/lunter-group/lunter-group/platypus-a-haplotype-based-variant-caller-for-next-generation-sequence-data","A Haplotype-Based Variant Caller For Next Generation Sequence Data","conda","false","false"
"PLINK","1.9-shell,1.07-shell","genetic-variation-analysis","GWAS study","http://zzz.bwh.harvard.edu/plink/","Free, open-source whole genome association analysis toolset, designed to perform a range of basic, large-scale analyses in a computationally efficient manner.","shell","true","false"
"Plotsr","0.5.3-conda","structure-visualisation","DNA polymorphism,Mapping,Sequence assembly","https://github.com/schneebergerlab/plotsr","Plotsr generates high-quality visualisation of synteny and structural rearrangements between multiple genomes. For this, it uses the genomic structural annotations between multiple chromosome-level assemblies.","conda","false","false"
"PointFinder","2018-05-23-conda","polymorphism-detection","GWAS study,DNA,Whole genome sequencing,Bioinformatics,Genetic variation","http://bitbucket.org/genomicepidemiology/pointfinder_db","PointFinder is an Improved Resistance Prediction in Mycobacterium tuberculosis by Better Handling of Insertions and Deletions, Premature Stop Codons, and Filtering of Non-informative Sites.","conda","false","false"
"polypolish","0.5.0-conda","genome-assembly","Sequence composition, complexity and repeats,Sequence assembly,Mapping","https://github.com/rrwick/Polypolish","Polypolish is a tool for polishing genome assemblies with short reads. Unlike other tools in this category, Polypolish uses SAM files where each read has been aligned to all possible locations (not just a single best location). This allows it to repair errors in repeat regions that other alignment-based polishers cannot fix.","conda","true","false"
"PoPoolation2","1201-docker","sequence-feature-comparison","DNA polymorphism,Population genetics,Genomics","https://sourceforge.net/projects/popoolation2/","PoPoolation2 allows to compare allele frequencies for SNPs between two or more populations and to identify significant differences. PoPoolation2 requires next generation sequencing data of pooled genomic DNA (Pool-Seq). It may be used for measuring differentiation between populations, for genome wide association studies and for experimental evolution.","docker","false","false"
"Porechop","0.2.4-conda","sequence-trimming,demultiplexing","Bioinformatics","https://github.com/rrwick/Porechop","Porechop is a tool for finding and removing adapters from Oxford Nanopore reads.","conda","false","false"
"porechop_ABI","0.5.0-conda","sequence-trimming,demultiplexing","Genomics,Bioinformatics","https://github.com/bonsai-team/Porechop_ABI","Porechop_ABI (ab initio) is an extension of Porechop whose purpose is to process adapter sequences in ONT reads.","conda","false","false"
"preseq","2.0.3-conda","prediction-and-recognition","Genomics,DNA,Sequencing","http://smithlabresearch.org/software/preseq/","This package is aimed at predicting and number of distinct reads and how many will be expected from additional sequencing using an initial sequencing experiment. The estimates can then be used to examine the utility of further sequencing, optimize the sequencing depth, or to screen multiple libraries to avoid low complexity samples.","conda","false","false"
"pretextmap","0.1.9-conda","data-handling","Epigenetics,Sequence assembly","https://github.com/wtsi-hpag/PretextMap","Paired REad TEXTure Mapper. Converts SAM formatted read pairs into genome contact maps.","conda","true","false"
"pretextsnapshot","0.0.4-conda","visualisation","Epigenetics,Sequence assembly","https://github.com/wtsi-hpag/PretextSnapshot","Commandline image generator for Pretext contact maps","conda","true","false"
"Prinseq","0.20.4-conda","read-pre-processing","Genomics,Transcriptomics,Metagenomics","http://edwards.sdsu.edu/prinseq","PRINSEQ is a sequence processing tool that can be used to filter, reformat and trim genomic and metagenomic sequence data. It generates summary statistics of the input in graphical and tabular formats that can be used for quality control steps. PRINSEQ is available as both standalone and web-based versions.","conda","false","false"
"ProbCons","1.12-shell","sequence-comparison","Sequence analysis","http://probcons.stanford.edu/","Probabilistic Consistency-based Multiple Alignment of Amino Acid Sequences.","shell","false","false"
"Prodigal","2.6.3-conda","gene-prediction","Functional genomics","https://github.com/hyattpd/Prodigal","Fast, reliable protein-coding gene prediction for prokaryotic genomes.","conda","false","false"
"Prokka","1.14.6-conda,1.14.5-conda,1.13.7-conda,1.13-conda,1.12-conda","gene-prediction","Model organisms,Genomics,Virology","https://github.com/tseemann/prokka","Software tool to annotate bacterial, archaeal and viral genomes quickly and produce standards-compliant output files.","conda","true","false"
"pronto","2.3.1-conda","ontology_visualisation","Bioinformatics","https://github.com/althonos/pronto","Pronto is a Python library to parse, browse, create, and export ontologies, supporting several ontology languages and formats","conda","false","false"
"PSASS","3.1.0-conda","genetic-variation-analysis","Sequence assembly","https://github.com/SexGenomicsToolkit/PSASS","Software to compare pooled sequencing datasets from two groups (usually two sexes).","conda","false","false"
"purge_dups","1.2.6-conda","genome-assembly","Sequence assembly","https://github.com/dfguan/purge_dups","Identifying and removing haplotypic duplication in primary genome assemblies | haplotypic duplication identification tool | scripts/pd_config.py: script to generate a configuration file used by run_purge_dups.py | purge haplotigs and overlaps in an assembly based on read depth | Given a primary assembly pri_asm and an alternative assembly hap_asm (optional, if you have one), follow the steps shown below to build your own purge_dups pipeline, steps with same number can be run simultaneously. Among all the steps, although step 4 is optional, we highly recommend our users to do so, because assemblers may produce overrepresented seqeuences. In such a case, The final step 4 can be applied to remove those seqeuences","conda","true","false"
"pycoQC","2.5.2-conda,2.5.0.19-conda","sequencing-quality-control","Sequence analysis,Data quality management,Sequencing","https://a-slide.github.io/pycoQC/","PycoQC computes metrics and generates interactive QC plots for Oxford Nanopore technologies sequencing data.","conda","true","false"
"pyScaf","0.12a-conda","scaffolding","Sequence assembly","https://github.com/lpryszcz/pyScaf","Orders contigs from genome assemblies","conda","false","false"
"pysradb","1.4.2-conda","deposition","Gene transcripts,Bioinformatics,Sequencing","https://github.com/saketkc/pysradb","Python package to query next-generation sequencing metadata and data from NCBI Sequence Read Archive.","conda","false","false"
"qcat","1.1.0-conda","demultiplexing","Bioinformatics","https://github.com/nanoporetech/qcat","qcat is a Python command-line tool for demultiplexing Oxford Nanopore reads from FASTQ files. ","conda","false","false"
"QIIME","2022.2-conda,2022.11-conda,2019.10-conda","analysis","Biology","http://qiime.org/","Open-source bioinformatics pipeline for performing microbiome analysis from raw DNA sequencing data. The pipeline is designed to take users from raw sequencing data generated on the Illumina or other platforms through publication quality graphics and statistics. This includes demultiplexing and quality filtering, OTU picking, taxonomic assignment, and phylogenetic reconstruction, and diversity analyses and visualizations.","conda","false","false"
"qualimap","2.2.2d-conda","sequencing-quality-control","Data quality management","http://qualimap.bioinfo.cipf.es/","Platform-independent application written in Java and R that provides both a Graphical User Inteface (GUI) and a command-line interface to facilitate the quality control of alignment sequencing data.","conda","true","false"
"QuasiRecomb","1.2-conda","prediction-and-recognition","Virology,Sequencing,Machine learning,Genetics,RNA","https://github.com/cbg-ethz/QuasiRecomb","Software of Inference of Quasispecies subjected to Recombination. We present a jumping hidden Markov model that describes the generation of the viral quasispecies and a method to infer its parameters by analysing next generation sequencing data. We offer an implementation of the EM algorithm to find maximum a posteriori estimates of the model parameters and a method to estimate the distribution of viral strains in the quasispecies.","conda","false","false"
"QUAST","5.0.2-conda,5.0.0-conda,4.6.3-conda,4.5-conda","visualisation","Sequence assembly","http://quast.sourceforge.net/quast","QUAST stands for QUality ASsessment Tool.  ","conda","false","false"
"r-gplots","3.1.1-conda","data-visualisation","Data visualisation","https://CRAN.R-project.org/package=gplots","Various R programming tools for plotting data","conda","true","false"
"r-metabarcoding-toolbox","1.0-conda","community-profiling","Metagenomics","https://w3z.ifremer.fr/bioinfo/Cmdline-Datarmor/Ressources-disponibles/Les-toolboxes-creees-a-facon/R-Metabarcoding-toolbox","Homemade toolbox with common tools used in R for metabacording analysis","conda","false","false"
"r","4.2.1-conda,4.1.1-conda,4.0.0-conda,3.6.1-conda,3.5.1-conda","analysis","Data architecture, analysis and design,Mathematics,Statistics and probability","http://www.r-project.org/","Free software environment for statistical computing and graphics.","conda","false","false"
"ra","0.2.1-shell","genome-assembly","Genomics,Sequence assembly","https://github.com/lbcb-sci/ra","Assembler for raw de novo genome assembly of long uncorrected reads.","shell","false","false"
"Racon","1.4.20-conda,1.4.10-conda","genome-assembly","Whole genome sequencing,Sequence assembly,Plant biology","https://github.com/isovic/racon","The Possibility to Use Oxford Nanopore Technology | Ultrafast consensus module for raw de novo genome assembly of long uncorrected reads. http://genome.cshlp.org/content/early/2017/01/18/gr.214270.116 Note: This was the original repository which will no longer be officially maintained. Please use the new official repository here: | Racon is intended as a standalone consensus module to correct raw contigs generated by rapid assembly methods which do not include a consensus step | Consensus module for raw de novo DNA assembly of long uncorrected reads","conda","false","false"
"ragout","2.3-conda","genome-assembly","Sequence analysis,Sequence assembly,DNA","http://fenderglass.github.io/Ragout/","Tool for assisted assembly using multiple references. It takes a short read assembly (a set of contigs), a set of related references and a corresponding phylogenetic tree and then assembles the contigs into scaffolds.","conda","false","false"
"RagTag","1.0.2-conda","genome-assembly","Sequence assembly","https://github.com/malonge/RagTag","RagTag is a collection of software tools for scaffolding and improving modern genome assemblies.","conda","false","false"
"RAiSD","2.9-shell","genetic-variation-analysis","Population genetics","https://github.com/alachins/raisd","Software to detect positive selection based on multiple signatures of a selective sweep and SNP vectors","shell","false","false"
"Raven","1.5-conda,0.0.7-conda","de-novo-assembly","Genomics,Whole genome sequencing,Sequence assembly","https://github.com/lbcb-sci/raven","a de novo genome assembler for long reads.","conda","false","false"
"RAxML","8.2.12-conda","sequence-analysis","Phylogenetics,Sequence analysis","http://sco.h-its.org/exelixis/web/software/raxml/","A tool for Phylogenetic Analysis and Post-Analysis of Large Phylogenies.","conda","false","false"
"Rcorrector","1.0.4-conda,1.0.3-conda","sequencing-error-detection","Sequencing,RNA,RNA-Seq","https://github.com/mourisl/Rcorrector/","This is a kmer-based error correction method for RNA-seq data. It can also be applied to other types of sequencing data where the read coverage is non-uniform, such as single-cell sequencing.","conda","true","false"
"rdp_classifier ","2.2-conda","taxonomic-classification","Metagenomics","http://rdp.cme.msu.edu/","Naive Bayesian classifier that can rapidly and accurately provide taxonomic assignments from domain to genus","conda","false","false"
"rdp_classifier","2.13-conda","taxonomic-classification","Metagenomics","http://rdp.cme.msu.edu/","Naive Bayesian classifier that can rapidly and accurately provide taxonomic assignments from domain to genus","conda","false","false"
"recentrifuge","1.10.0-conda","taxonomic-classification","Microbial ecology,Metagenomic sequencing,Metagenomics","https://sites.google.com/view/recentrifuge","Robust comparative analysis and contamination removal for metagenomics.","conda","false","false"
"regtools","1.0.0-conda","data-handling","Transcriptomics","https://regtools.readthedocs.io/en/latest/","Integrate DNA-seq and RNA-seq data to identify mutations that are associated with regulatory effects on gene expression.","conda","false","false"
"remoVecSec","0.02-conda","sequence-contamination-filtering","Biological databases","https://github.com/htafer/remoVecSec","Module and script to remove contamination in assembled genomes before submission to ncbi ","conda","false","false"
"RpARK","1.3.0-conda","repeat-sequence-analysis","Sequence composition, complexity and repeats","https://github.com/PhKoch/RepARK","wrapper script for constructing a repeat library from sequencing reads","conda","false","false"
"REPdenovo","0.0.1-conda","k-mer-counting","Sequence composition, complexity and repeats,Sequence assembly,Sequencing","https://github.com/Reedwarbler/REPdenovo","A new method which assembles repeat sequences directly from raw shotgun sequencing data.","conda","false","false"
"repeatmasker","4.1.2-p1-conda","genome-annotation","Sequence composition, complexity and repeats,Sequence analysis","http://www.repeatmasker.org/","A program that screens DNA sequences for interspersed repeats and low complexity DNA sequences. The output of the program is a detailed annotation of the repeats that are present in the query sequence as well as a modified version of the query sequence in which all the annotated repeats have been masked (default: replaced by Ns).","conda","true","false"
"RepeatModeler","2.0.1-conda,1.0.11-conda","repeat-sequence-detection","Sequence composition, complexity and repeats","http://www.repeatmasker.org/RepeatModeler/","De-novo repeat family identification and modeling package. At the heart of RepeatModeler are two de-novo repeat finding programs ( RECON and RepeatScout ) which employ complementary computational methods for identifying repeat element boundaries and family relationships from sequence data. RepeatModeler assists in automating the runs of RECON and RepeatScout given a genomic database and uses the output to build, refine and classify consensus models of putative interspersed repeats.","conda","false","false"
"RGI","5.1.1-conda","gene-prediction","Functional genomics","https://github.com/arpcard/rgi","Resistance Gene Identifier (RGI) predicts resistome(s) from protein or nucleotide data based on homology and SNP models","conda","true","false"
"ribodetector","0.2.7-conda","sequence-comparison","Genomics","https://github.com/hzi-bifo/RiboDetector","RiboDetector is a software developed to accurately yet rapidly detect and remove rRNA sequences from metagenomeic, metatranscriptomic, and ncRNA sequencing data. It was developed based on LSTMs and optimized for both GPU and CPU.","conda","false","false"
"roary","3.13.0-conda","genome-assembly","Mapping,Genomics,DNA","http://sanger-pathogens.github.io/Roary/","A high speed stand alone pan genome pipeline, which takes annotated assemblies in GFF3 format (produced by Prokka (Seemann, 2014)) and calculates the pan genome.","conda","true","false"
"rseqc","2.6.4-conda","data-handling","Sequencing","http://rseqc.sourceforge.net","Provides a number of useful modules that can comprehensively evaluate high throughput sequence data especially RNA-seq data. Some basic modules quickly inspect sequence quality, nucleotide composition bias, PCR bias and GC bias, while RNA-seq specific modules evaluate sequencing saturation, mapped reads distribution, coverage uniformity, strand specificity, transcript level RNA integrity etc.","conda","true","false"
"RStudio","1.1.456-conda","data-handling","Data architecture, analysis and design,Mathematics,Statistics and probability","https://www.rstudio.com/","Integrated development environment (IDE) for the R programming language.","conda","false","false"
"salmon","1.6-conda,1.5.2-conda,1.3.0-conda,1.10.0-conda,0.14.1-conda,0.13.1-conda","sequence-composition-calculation","Transcriptomics,Gene expression,RNA-Seq","https://combine-lab.github.io/salmon","A tool for transcript expression quantification from RNA-seq data","conda","true","false"
"SALSA2","2.3-conda","genome-assembly,scaffolding","Sequence assembly","https://github.com/marbl/SALSA","A tool to scaffold long read assemblies with Hi-C data","conda","true","false"
"SAMBA-ROME","1.0.0-Nextflow","community-profiling","Metagenomics,Workflows","https://github.com/ifremer-bioinformatics/samba-rome","Workflow for the standardized and automated analyses of the metabarcoding data from the ROME project.","Nextflow","false","false"
"SAMBA","4.0.0-Nextflow,3.0.1-Nextflow,2.0.0-Nextflow","scaffolding","Mapping,Sequence assembly,Sequencing","https://github.com/alekseyzimin/masurca","The SAMBA tool uses long reads to improve the contiguity of genome assemblies.","Nextflow","false","false"
"sambamba","0.8.0-conda,0.6.6-conda","sequence-analysis","Sequence analysis,DNA,RNA-Seq","http://www.open-bio.org/wiki/Sambamba","This tool is a high performance modern robust and fast tool (and library), written in the D programming language, for working with SAM, BAM and CRAM formats.","conda","false","false"
"samblaster","0.1.26-conda","split-read-mapping","Mapping,DNA,Sequencing","https://github.com/GregoryFaust/samblaster","A tool to mark duplicates and extract discordant and split reads from SAM files.","conda","false","false"
"SAMtools","1.9-conda,1.6-conda,1.4.1-conda,1.16.1-conda,1.14-conda,1.13-conda,1.11-conda,1.10-conda","indexing","Rare diseases,Mapping,Sequence analysis,Sequencing","http://www.htslib.org/","SAMtools and BCFtools are widely used programs for processing and analysing high-throughput sequencing data. They include tools for file format conversion and manipulation, sorting, querying, statistics, variant calling, and effect analysis amongst other methods.","conda","false","false"
"Sarek","3.0.1-shell","sample-comparison","Genomics,Workflows,Whole genome sequencing,Oncology","https://nf-co.re/sarek","Sarek is part of nf-core and has changed to the nf-core-sarek id.","shell","false","false"
"sartools","1.7.3-conda,1.6.3-conda,1.3.2-conda","standardisation-and-normalisation","Transcriptomics,Statistics and probability","https://github.com/PF2-pasteur-fr/SARTools","R package dedicated to the differential analysis of RNA-seq data. It provides tools to generate descriptive and diagnostic graphs, to run the differential analysis with one of the well known DESeq2 or edgeR packages and to export the results into easily readable tab-delimited files. It also facilitates the generation of a HTML report which displays all the figures produced, explains the statistical methods and gives the results of the differential analysis.","conda","true","false"
"Scrappie","1.4.2-conda","base-calling","Sequence assembly","https://github.com/nanoporetech/scrappie","Technology demonstrator for the Oxford Nanopore Research Algorithms group","conda","false","false"
"SENSV","1.0.4-conda","variant-calling","Comparative genomics","https://github.com/HKU-BAL/SENSV","A tool to detect structural variant","conda","false","false"
"seqc","0.2.5-conda","rna-seq-analysis,quality-control","Transcriptomics","https://github.com/dpeerlab/seqc","Single-Cell Sequencing Quality Control and Processing Software","conda","false","false"
"seqkit","2.4.0-conda,2.3.1-conda,2.2.0-conda,2.1.0-conda,2.0.0-conda,0.9.1-conda","dna-transcription","Sequence analysis,Database management","https://bioinf.shenwei.me/seqkit/","FASTA and FASTQ are basic and ubiquitous formats for storing nucleotide and protein sequences. Common manipulations of FASTA/Q file include converting, searching, filtering, deduplication, splitting, shuffling, and sampling. Existing tools only implement some of these manipulations, and not particularly efficiently, and some are only available for certain operating systems. Furthermore, the complicated installation process of required packages and running environments can render these programs less user friendly. SeqKit demonstrates competitive performance in execution time and memory usage compared to similar tools. The efficiency and usability of SeqKit enable researchers to rapidly accomplish common FASTA/Q file manipulations.","conda","false","false"
"SeqTk","1.3-conda,1.2-conda","data-handling","Data management","https://github.com/lh3/seqtk","A tool for processing sequences in the FASTA or FASTQ format. It parses both FASTA and FASTQ files which can also be optionally compressed by gzip.","conda","true","false"
"SGA","0.10.15-conda","sequence-assembly","Genomics,Sequence assembly,Whole genome sequencing","https://github.com/jts/sga","SGA is a de novo assembler designed to assemble large genomes from high coverage short read data.","conda","false","false"
"sgtr","1.1.4-conda","genetic-mapping","DNA polymorphism","https://github.com/SexGenomicsToolkit/sgtr","R package to visualize results from population genomics analyses. The package implements low-level function to generate genomics plots and high-level functions to visualize results from the Sex Genomics Toolkit.","conda","false","false"
"SHAPEIT4","4.2.0-conda","haplotype-mapping","Genotype and phenotype","https://odelaneau.github.io/shapeit4/","fast and accurate method for estimation of haplotypes (aka phasing) for SNP array and high coverage sequencing data","conda","false","false"
"shasta","0.4.0-shell","genome-assembly","Genomics,Sequence assembly","https://github.com/chanzuckerberg/shasta","De novo assembly from Oxford Nanopore reads.","shell","false","false"
"ShoRAH","1.1.0-conda","haplotype-mapping","Genetics,Metagenomics,Sequencing","https://github.com/cbg-ethz/shorah","Inference of a population from a set of short reads. The package contains programs that support mapping of reads to a reference genome, correcting sequencing errors by locally clustering reads in small windows of the alignment, reconstructing a minimal set of global haplotypes that explain the reads, and estimating the frequencies of the inferred haplotypes.","conda","false","false"
